日期,科室,就诊量
20150514,儿科,15
20150514,妇产科,18
20150514,骨科,19
20150514,口腔科,28
20150514,皮肤科,2
20150517,内科,1
20150517,外科,7
20150517,儿科,8
20150517,妇产科,16
20150517,骨科,18
20150517,口腔科,20
20150517,皮肤科,14
20150519,内科,9
20150519,外科,20
20150519,儿科,24
20150519,妇产科,25
20150519,骨科,26
20150519,口腔科,32
20150519,皮肤科,4
20150521,内科,2
20150521,外科,9
20150521,儿科,10
20150521,妇产科,18
20150521,骨科,19
20150521,口腔科,20
20150521,皮肤科,15
20150524,内科,2
20150524,外科,6
20150524,儿科,9
20150524,妇产科,16
20150524,骨科,25
20150524,口腔科,32
20150524,皮肤科,14
20150526,内科,1
20150526,外科,3
20150526,儿科,18
20150526,妇产科,27
20150526,骨科,31
20150526,口腔科,32
20150526,皮肤科,13
20150528,内科,6
20150528,外科,18
20150528,儿科,22
20150528,妇产科,26
20150528,骨科,32
20150528,口腔科,33
20150528,皮肤科,4
20150531,内科,9
20150531,外科,14
20150531,儿科,15
20150531,妇产科,18
20150531,骨科,21
20150531,口腔科,26
20150531,皮肤科,16
20150602,内科,1
20150602,外科,7
20150602,儿科,9
20150602,妇产科,16
20150602,骨科,22
20150602,口腔科,32
20150602,皮肤科,12
20150604,内科,11
20150604,外科,12
20150604,儿科,14
20150604,妇产科,17
20150604,骨科,23
20150604,口腔科,27
20150604,皮肤科,1
20150607,内科,8
20150607,外科,10
20150607,儿科,14
20150607,妇产科,19
20150607,骨科,26
20150607,口腔科,29
20150607,皮肤科,12
20150609,内科,5
20150609,外科,8
20150609,儿科,11
20150609,妇产科,17
20150609,骨科,24
20150609,口腔科,28
20150609,皮肤科,16
20150611,内科,2
20150611,外科,5
20150611,儿科,8
20150611,妇产科,24
20150611,骨科,25
20150611,口腔科,31
20150611,皮肤科,14
20150614,内科,6
20150614,外科,15
20150614,儿科,18
20150614,妇产科,21
20150614,骨科,26
20150614,口腔科,27
20150614,皮肤科,10
20150616,内科,1
20150616,外科,13
20150616,儿科,17
20150616,妇产科,18
20150616,骨科,23
20150616,口腔科,30
20150616,皮肤科,15
20150618,内科,1
20150618,外科,7
20150618,儿科,13
20150618,妇产科,19
20150618,骨科,21
20150618,口腔科,29
20150618,皮肤科,15
20150621,内科,8
20150621,外科,18
20150621,儿科,20
20150621,妇产科,28
20150621,骨科,29
20150621,口腔科,31
20150621,皮肤科,8
20150623,内科,1
20150623,外科,3
20150623,儿科,5
20150623,妇产科,20
20150623,骨科,21
20150623,口腔科,31
20150623,皮肤科,5
20150625,内科,1
20150625,外科,2
20150625,儿科,17
20150625,妇产科,22
20150625,骨科,26
20150625,口腔科,27
20150625,皮肤科,4
20150628,内科,4
20150628,外科,7
20150628,儿科,21
20150628,妇产科,25
20150628,骨科,26
20150628,口腔科,29
20150628,皮肤科,8
20150630,内科,6
20150630,外科,11
20150630,儿科,13
20150630,妇产科,19
20150630,骨科,21
20150630,口腔科,32
20150630,皮肤科,4
20150702,内科,1
20150702,外科,9
20150702,儿科,10
20150702,妇产科,19
20150702,骨科,23
20150702,口腔科,27
20150702,皮肤科,9
20150705,内科,1
20150705,外科,6
20150705,儿科,8
20150705,妇产科,10
20150705,骨科,13
20150705,口腔科,27
20150705,皮肤科,16
20150707,内科,3
20150707,外科,7
20150707,儿科,20
20150707,妇产科,22
20150707,骨科,26
20150707,口腔科,29
20150707,皮肤科,2
20150709,内科,9
20150709,外科,14
20150709,儿科,15
20150709,妇产科,20
20150709,骨科,26
20150709,口腔科,32
20150709,皮肤科,11
20150712,内科,14
20150712,外科,17
20150712,儿科,25
20150712,妇产科,27
20150712,骨科,28
20150712,口腔科,30
20150712,皮肤科,2
20150714,内科,13
20150714,外科,20
20150714,儿科,22
20150714,妇产科,26
20150714,骨科,28
20150714,口腔科,31
20150714,皮肤科,13
20150716,内科,2
20150716,外科,8
20150716,儿科,9
20150716,妇产科,14
20150716,骨科,28
20150716,口腔科,30
20150716,皮肤科,7
20150719,内科,6
20150719,外科,7
20150719,儿科,16
20150719,妇产科,18
20150719,骨科,29
20150719,口腔科,32
20150719,皮肤科,5
20150721,内科,15
20150721,外科,18
20150721,儿科,20
20150721,妇产科,22
20150721,骨科,28
20150721,口腔科,29
20150721,皮肤科,15
20150723,内科,2
20150723,外科,8
20150723,儿科,25
20150723,妇产科,27
20150723,骨科,28
20150723,口腔科,29
20150723,皮肤科,5
20150726,内科,5
20150726,外科,6
20150726,儿科,8
20150726,妇产科,16
20150726,骨科,18
20150726,口腔科,22
20150726,皮肤科,12
20150728,内科,9
20150728,外科,15
20150728,儿科,16
20150728,妇产科,19
20150728,骨科,20
20150728,口腔科,28
20150728,皮肤科,11
20150730,内科,2
20150730,外科,12
20150730,儿科,20
20150730,妇产科,24
20150730,骨科,29
20150730,口腔科,31
20150730,皮肤科,9
20150802,内科,12
20150802,外科,14
20150802,儿科,19
20150802,妇产科,27
20150802,骨科,28
20150802,口腔科,29
20150802,皮肤科,1
20150804,内科,10
20150804,外科,12
20150804,儿科,14
20150804,妇产科,22
20150804,骨科,25
20150804,口腔科,33
20150804,皮肤科,15
20150806,内科,5
20150806,外科,7
20150806,儿科,17
20150806,妇产科,19
20150806,骨科,22
20150806,口腔科,31
20150806,皮肤科,11
20150809,内科,9
20150809,外科,15
20150809,儿科,19
20150809,妇产科,21
20150809,骨科,26
20150809,口腔科,27
20150809,皮肤科,1
20150811,内科,1
20150811,外科,3
20150811,儿科,13
20150811,妇产科,21
20150811,骨科,25
20150811,口腔科,31
20150811,皮肤科,8
20150813,内科,1
20150813,外科,4
20150813,儿科,6
20150813,妇产科,13
20150813,骨科,16
20150813,口腔科,17
20150813,皮肤科,10
20150816,内科,4
20150816,外科,15
20150816,儿科,21
20150816,妇产科,28
20150816,骨科,30
20150816,口腔科,31
20150816,皮肤科,4
20150818,内科,6
20150818,外科,16
20150818,儿科,17
20150818,妇产科,23
20150818,骨科,24
20150818,口腔科,31
20150818,皮肤科,7
20150820,内科,9
20150820,外科,12
20150820,儿科,14
20150820,妇产科,20
20150820,骨科,26
20150820,口腔科,27
20150820,皮肤科,4
20150823,内科,6
20150823,外科,9
20150823,儿科,13
20150823,妇产科,26
20150823,骨科,27
20150823,口腔科,33
20150823,皮肤科,1
20150825,内科,6
20150825,外科,7
20150825,儿科,10
20150825,妇产科,11
20150825,骨科,14
20150825,口腔科,22
20150825,皮肤科,9
20150827,内科,2
20150827,外科,3
20150827,儿科,11
20150827,妇产科,17
20150827,骨科,19
20150827,口腔科,21
20150827,皮肤科,8
20150830,内科,8
20150830,外科,16
20150830,儿科,22
20150830,妇产科,24
20150830,骨科,28
20150830,口腔科,29
20150830,皮肤科,5
20150901,内科,7
20150901,外科,9
20150901,儿科,12
20150901,妇产科,14
20150901,骨科,21
20150901,口腔科,23
20150901,皮肤科,6
20150903,内科,6
20150903,外科,8
20150903,儿科,13
20150903,妇产科,26
20150903,骨科,30
20150903,口腔科,32
20150903,皮肤科,14
20150906,内科,9
20150906,外科,18
20150906,儿科,21
20150906,妇产科,23
20150906,骨科,25
20150906,口腔科,26
20150906,皮肤科,1
20150908,内科,9
20150908,外科,10
20150908,儿科,16
20150908,妇产科,19
20150908,骨科,20
20150908,口腔科,26
20150908,皮肤科,12
20150910,内科,1
20150910,外科,3
20150910,儿科,4
20150910,妇产科,23
20150910,骨科,31
20150910,口腔科,32
20150910,皮肤科,13
20150913,内科,7
20150913,外科,14
20150913,儿科,16
20150913,妇产科,18
20150913,骨科,21
20150913,口腔科,25
20150913,皮肤科,8
20150915,内科,2
20150915,外科,12
20150915,儿科,19
20150915,妇产科,22
20150915,骨科,24
20150915,口腔科,27
20150915,皮肤科,15
20150917,内科,1
20150917,外科,8
20150917,儿科,9
20150917,妇产科,16
20150917,骨科,32
20150917,口腔科,33
20150917,皮肤科,13
20150920,内科,5
20150920,外科,7
20150920,儿科,16
20150920,妇产科,17
20150920,骨科,22
20150920,口腔科,23
20150920,皮肤科,4
20150922,内科,8
20150922,外科,14
20150922,儿科,16
20150922,妇产科,18
20150922,骨科,20
20150922,口腔科,30
20150922,皮肤科,12
20150924,内科,1
20150924,外科,3
20150924,儿科,10
20150924,妇产科,19
20150924,骨科,20
20150924,口腔科,27
20150924,皮肤科,11
20150927,内科,1
20150927,外科,5
20150927,儿科,7
20150927,妇产科,8
20150927,骨科,19
20150927,口腔科,27
20150927,皮肤科,12
20150929,内科,4
20150929,外科,7
20150929,儿科,9
20150929,妇产科,13
20150929,骨科,21
20150929,口腔科,26
20150929,皮肤科,1
20151001,内科,1
20151001,外科,7
20151001,儿科,8
20151001,妇产科,14
20151001,骨科,24
20151001,口腔科,32
20151001,皮肤科,3
20151004,内科,4
20151004,外科,6
20151004,儿科,15
20151004,妇产科,23
20151004,骨科,26
20151004,口腔科,28
20151004,皮肤科,11
20151006,内科,4
20151006,外科,11
20151006,儿科,12
20151006,妇产科,18
20151006,骨科,26
20151006,口腔科,32
20151006,皮肤科,12
20151008,内科,1
20151008,外科,4
20151008,儿科,11
20151008,妇产科,21
20151008,骨科,23
20151008,口腔科,31
20151008,皮肤科,12
20151011,内科,2
20151011,外科,8
20151011,儿科,10
20151011,妇产科,18
20151011,骨科,23
20151011,口腔科,31
20151011,皮肤科,8
20151013,内科,16
20151013,外科,21
20151013,儿科,24
20151013,妇产科,26
20151013,骨科,27
20151013,口腔科,29
20151013,皮肤科,16
20151015,内科,1
20151015,外科,3
20151015,儿科,20
20151015,妇产科,21
20151015,骨科,28
20151015,口腔科,29
20151015,皮肤科,12
20151018,内科,5
20151018,外科,7
20151018,儿科,11
20151018,妇产科,16
20151018,骨科,22
20151018,口腔科,25
20151018,皮肤科,7
20151020,内科,5
20151020,外科,8
20151020,儿科,9
20151020,妇产科,12
20151020,骨科,22
20151020,口腔科,28
20151020,皮肤科,7
20151022,内科,2
20151022,外科,3
20151022,儿科,5
20151022,妇产科,12
20151022,骨科,18
20151022,口腔科,27
20151022,皮肤科,1
20151025,内科,5
20151025,外科,13
20151025,儿科,22
20151025,妇产科,27
20151025,骨科,30
20151025,口腔科,33
20151025,皮肤科,10
20151027,内科,10
20151027,外科,11
20151027,儿科,15
20151027,妇产科,20
20151027,骨科,23
20151027,口腔科,29
20151027,皮肤科,12
20151029,内科,7
20151029,外科,10
20151029,儿科,19
20151029,妇产科,22
20151029,骨科,27
20151029,口腔科,33
20151029,皮肤科,6
20151101,内科,1
20151101,外科,3
20151101,儿科,8
20151101,妇产科,11
20151101,骨科,22
20151101,口腔科,28
20151101,皮肤科,6
20151103,内科,5
20151103,外科,8
20151103,儿科,11
20151103,妇产科,16
20151103,骨科,18
20151103,口腔科,27
20151103,皮肤科,4
20151105,内科,6
20151105,外科,14
20151105,儿科,15
20151105,妇产科,16
20151105,骨科,17
20151105,口腔科,22
20151105,皮肤科,10
20151108,内科,10
20151108,外科,12
20151108,儿科,13
20151108,妇产科,19
20151108,骨科,22
20151108,口腔科,26
20151108,皮肤科,3
20151110,内科,3
20151110,外科,5
20151110,儿科,11
20151110,妇产科,28
20151110,骨科,30
20151110,口腔科,33
20151110,皮肤科,1
20151112,内科,2
20151112,外科,3
20151112,儿科,13
20151112,妇产科,20
20151112,骨科,22
20151112,口腔科,24
20151112,皮肤科,15
20151115,内科,2
20151115,外科,5
20151115,儿科,14
20151115,妇产科,19
20151115,骨科,27
20151115,口腔科,31
20151115,皮肤科,4
20151117,内科,1
20151117,外科,12
20151117,儿科,14
20151117,妇产科,18
20151117,骨科,26
20151117,口腔科,32
20151117,皮肤科,7
20151119,内科,2
20151119,外科,5
20151119,儿科,12
20151119,妇产科,23
20151119,骨科,28
20151119,口腔科,29
20151119,皮肤科,1
20151122,内科,14
20151122,外科,22
20151122,儿科,23
20151122,妇产科,27
20151122,骨科,28
20151122,口腔科,31
20151122,皮肤科,12
20151124,内科,1
20151124,外科,2
20151124,儿科,8
20151124,妇产科,16
20151124,骨科,19
20151124,口腔科,24
20151124,皮肤科,11
20151126,内科,1
20151126,外科,10
20151126,儿科,13
20151126,妇产科,18
20151126,骨科,25
20151126,口腔科,27
20151126,皮肤科,9
20151129,内科,6
20151129,外科,20
20151129,儿科,28
20151129,妇产科,29
20151129,骨科,30
20151129,口腔科,31
20151129,皮肤科,12
20151201,内科,3
20151201,外科,8
20151201,儿科,19
20151201,妇产科,25
20151201,骨科,27
20151201,口腔科,28
20151201,皮肤科,2
20151203,内科,13
20151203,外科,17
20151203,儿科,19
20151203,妇产科,20
20151203,骨科,22
20151203,口腔科,25
20151203,皮肤科,11
20151206,内科,13
20151206,外科,15
20151206,儿科,19
20151206,妇产科,20
20151206,骨科,21
20151206,口腔科,32
20151206,皮肤科,4
20151208,内科,1
20151208,外科,4
20151208,儿科,7
20151208,妇产科,15
20151208,骨科,28
20151208,口腔科,32
20151208,皮肤科,16
20151210,内科,7
20151210,外科,8
20151210,儿科,15
20151210,妇产科,19
20151210,骨科,20
20151210,口腔科,24
20151210,皮肤科,13
20151213,内科,16
20151213,外科,17
20151213,儿科,21
20151213,妇产科,28
20151213,骨科,30
20151213,口腔科,32
20151213,皮肤科,15
20151215,内科,8
20151215,外科,9
20151215,儿科,16
20151215,妇产科,23
20151215,骨科,24
20151215,口腔科,30
20151215,皮肤科,5
20151217,内科,9
20151217,外科,13
20151217,儿科,14
20151217,妇产科,22
20151217,骨科,26
20151217,口腔科,27
20151217,皮肤科,7
20151220,内科,9
20151220,外科,10
20151220,儿科,20
20151220,妇产科,21
20151220,骨科,22
20151220,口腔科,33
20151220,皮肤科,9
20151222,内科,1
20151222,外科,3
20151222,儿科,8
20151222,妇产科,11
20151222,骨科,29
20151222,口腔科,31
20151222,皮肤科,13
20151224,内科,5
20151224,外科,6
20151224,儿科,8
20151224,妇产科,23
20151224,骨科,31
20151224,口腔科,32
20151224,皮肤科,11
20151227,内科,11
20151227,外科,18
20151227,儿科,19
20151227,妇产科,21
20151227,骨科,29
20151227,口腔科,32
20151227,皮肤科,12
20151229,内科,8
20151229,外科,11
20151229,儿科,15
20151229,妇产科,22
20151229,骨科,27
20151229,口腔科,29
20151229,皮肤科,3
20151231,内科,7
20151231,外科,9
20151231,儿科,11
20151231,妇产科,15
20151231,骨科,18
20151231,口腔科,25
20151231,皮肤科,7
20160103,内科,6
20160103,外科,13
20160103,儿科,16
20160103,妇产科,18
20160103,骨科,20
20160103,口腔科,22
20160103,皮肤科,13
20160105,内科,9
20160105,外科,14
20160105,儿科,17
20160105,妇产科,20
20160105,骨科,24
20160105,口腔科,30
20160105,皮肤科,16
20160107,内科,1
20160107,外科,10
20160107,儿科,14
20160107,妇产科,23
20160107,骨科,26
20160107,口腔科,28
20160107,皮肤科,1
20160110,内科,8
20160110,外科,10
20160110,儿科,17
20160110,妇产科,22
20160110,骨科,25
20160110,口腔科,33
20160110,皮肤科,12
20160112,内科,11
20160112,外科,14
20160112,儿科,18
20160112,妇产科,20
20160112,骨科,31
20160112,口腔科,33
20160112,皮肤科,14
20160114,内科,13
20160114,外科,16
20160114,儿科,18
20160114,妇产科,20
20160114,骨科,28
20160114,口腔科,31
20160114,皮肤科,12
20160117,内科,5
20160117,外科,12
20160117,儿科,14
20160117,妇产科,20
20160117,骨科,27
20160117,口腔科,29
20160117,皮肤科,6
20160119,内科,2
20160119,外科,15
20160119,儿科,24
20160119,妇产科,29
20160119,骨科,32
20160119,口腔科,33
20160119,皮肤科,2
20160121,内科,10
20160121,外科,14
20160121,儿科,24
20160121,妇产科,25
20160121,骨科,27
20160121,口腔科,32
20160121,皮肤科,4
20160124,内科,2
20160124,外科,4
20160124,儿科,12
20160124,妇产科,14
20160124,骨科,19
20160124,口腔科,25
20160124,皮肤科,6
20160126,内科,3
20160126,外科,8
20160126,儿科,10
20160126,妇产科,15
20160126,骨科,22
20160126,口腔科,29
20160126,皮肤科,12
20160128,内科,7
20160128,外科,12
20160128,儿科,14
20160128,妇产科,16
20160128,骨科,27
20160128,口腔科,32
20160128,皮肤科,15
20160131,内科,7
20160131,外科,12
20160131,儿科,21
20160131,妇产科,22
